topic_id,topic_title,topic_objective,PID,relevance,article_title,abstract
CD005139,Anti‐vascular endothelial growth factor for neovascular age‐related macular degeneration,"  To investigate ocular and systemic effects of, and quality of life associated with, intravitreous injection of anti‐VEGF agents (pegaptanib, ranibizumab, and bevacizumab) versus no anti‐VEGF treatment for patients with neovascular AMD To compare the relative effects of one of these anti‐VEGF agents versus another when administered in comparable dosages and regimens",84371,0,[Effects of various work loads on premature beats in infancy (author's transl)].,"Exercise testing in the form of knee bends is part of routine examination of children with a tendency to show premature beats. The commonly carried out exercise tests cause psychic stress, thereby intensifying these arrhythmias and giving rise to diagnostic errors. For this reason seven children 4--14 years old were additionally examined under various sports comparable to those work loads. It could be demonstrated that these telemetrically listed ECG traces showed definitely fewer premature beats than those listed under laboratory conditions. This method enables more exact evaluation of arrhythmias by exclusion of psychic stress and helps to beware children from unnecessary restriction of way of life."
CD010438,Thromboelastography (TEG) and rotational thromboelastometry (ROTEM) for trauma-induced coagulopathy in adult trauma patients with bleeding,"The objective was to determine the diagnostic accuracy of thromboelastography and rotational thromboelastometry for TIC in adult trauma patients with bleeding, using a reference standard of Prothrombin Time ratio and/or the International Normalized Ratio.",18369663,0,"Sarcocystis in moose (Alces alces): molecular identification and phylogeny of six Sarcocystis species in moose, and a morphological description of three new species.","Muscle tissues from 34 moose from Southeastern Norway and two moose from Canada were examined. Sarcocysts were excised and morphologically classified by light microscopy, and some cysts were further examined by scanning electron microscopy or DNA amplification and sequencing at the small subunit (ssu) rRNA gene. In Norwegian moose, three sarcocyst types were recognized, yet five Sarcocystis species were found by sequence analysis. New names were proposed for three species which could be characterised by both morphological and molecular methods, i.e., Sarcocystis alces, Sarcocystis ovalis, and Sarcocystis scandinavica. S. alces was the most prevalent species, whereas S. scandinavica and the two unnamed species were rare and might either use another principal intermediate host or a rare definitive host. The five species in Norwegian moose were different from Sarcocystis alceslatrans isolated from a Canadian moose. Phylogenetic analyses based on complete ssu rRNA gene sequences revealed a close relationship between the six Sarcocystis species from moose and species from reindeer and Sika deer. We conclude that molecular methods are necessary for unequivocal species identification, as different cervid hosts harbour morphologically indistinguishable sarcocysts."
CD008122,Rapid diagnostic tests for diagnosing uncomplicated P. falciparum malaria in endemic countries," To assess the diagnostic accuracy of RDTs for detecting clinical P. falciparum malaria (symptoms suggestive of malaria plus P. falciparum parasitaemia detectable by microscopy) in persons living in malaria endemic areas who present to ambulatory healthcare facilities with symptoms of malaria, and to identify which types and brands of commercial test best detect clinical P. falciparum malaria.",24310274,0,"Volatiles from mandibular glands of male beewolves (Hymenoptera: Sphecidae,Philanthus) and their possible roles.","Observations of wasp behavior indicate that male beewolves,Philanthus basilaris andP. bicinctus apply a ""marking pheromone"" to the leaves and stems of plants within their territories. We now provide direct evidence for the presence of volatile chemicals in the paired mandibular glands of the males, provide preliminary identification of these volatiles, and show that all of the volatile chemicals in the mandibular glands are present on freshly marked plant surfaces but are absent from unmarked plants. Pyrazines, which have been reported in other species of aculeate wasps including the EuropeanPhilanthus triangulum, were not found inP. basilaris orP. bicinctus. "
CD012179,Blood biomarkers for the non-invasive diagnosis of endometriosis," To evaluate blood biomarkers as replacement tests for diagnostic surgery and as triage tests to inform decisions to undertake surgery for endometriosis. Specific objectives include the following. To provide summary estimates of the diagnostic accuracy of blood biomarkers for the diagnosis of peritoneal, ovarian and deep infiltrating pelvic endometriosis, compared to surgical diagnosis as a reference standard. To assess the diagnostic utility of biomarkers that could differentiate ovarian endometrioma from other ovarian masses.",18362796,0,The effect of circular external fixation on limb alignment.,"A full-length standing radiograph of the entire lower extremity is the standard imaging modality for assessing lower limb alignment. However, the effect of an overlying circular external fixator on the radiographic alignment of the lower extremity is not well documented."
CD012165,Endometrial biomarkers for the non-invasive diagnosis of endometriosis," To determine the diagnostic accuracy of the endometrial biomarkers for pelvic endometriosis, using a surgical diagnosis as the reference standard. We evaluated the tests as replacement tests for diagnostic surgery and as triage tests to inform decisions to undertake surgery for endometriosis.",18362474,0,Granule formation in NGF-cultured mast cells is associated with expressions of pyruvate kinase type M2 and annexin I proteins.,"Nerve growth factor (NGF) is a potent mediator, which regulates characteristics of mast cells, but its biological function is not well characterized. This study aimed to screen proteins associated with the maturation of human mast cells-1 (HMC-1) or mouse bone marrow-derived mast cells (BMMCs) cultured with NGF, and to examine the functions of proteins involved."
CD008170,First‐line drugs inhibiting the renin angiotensin system versus other first‐line antihypertensive drug classes for hypertension,  available in English Español To evaluate the benefits and harms of first‐line RAS inhibitors compared to other first‐line antihypertensive drugs in people with hypertension.,19345722,0,"Pentylenetetrazole-induced seizures affect binding site densities for GABA, glutamate and adenosine receptors in the rat brain.","Pentylenetetrazole (PTZ) is a convulsant used to model epileptic seizures in rats. In the PTZ-model, altered heat shock protein 27 (HSP-27) expression highlights seizure-affected astrocytes, which play an important role in glutamate and GABA metabolism. This raises the question whether impaired neurotransmitter metabolism leads to an imbalance in neurotransmitter receptor expression. Consequently, we investigated the effects of seizures on the densities of seven different neurotransmitter receptors in rats which were repeatedly treated with PTZ (40 mg/kg) over a period of 14 days. Quantitative in vitro receptor autoradiography was used to measure the regional binding site densities of the glutamate alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid (AMPA), kainate and N-methyl-D-aspartate (NMDA) receptors, the adenosine receptor type 1 (A(1)), which is part of the system controlling glutamate release, and the gamma-aminobutyric acid (GABA) receptors GABA(A) and GABA(B) as well as the GABA(A)-associated benzodiazepine (BZ) binding sites in each rat. Our results demonstrate altered receptor densities in brain regions of PTZ-treated animals, including the HSP-27 expressing foci (i.e. amygdala, piriform and entorhinal cortex, dentate gyrus). A general decrease of kainate receptor densities was observed together with an increase of NMDA binding sites in the hippocampus, the somatosensory, piriform and the entorhinal cortices. Furthermore, A(1) binding sites were decreased in the amygdala and hippocampal CA1 region (CA1), while BZ binding sites were increased in the dentate gyrus and CA1. Our data demonstrate the impact of PTZ induced seizures on the densities of kainate, NMDA, A(1) and BZ binding sites in epileptic brain. These changes are not restricted to regions showing glial impairment. Thus, an altered balance between different excitatory (NMDA) and modulatory receptors (A(1), BZ binding sites, kainate) shows a much wider regional distribution than that of glial HSP-27 expression, indicating that receptor changes are not following the glial stress responses, but may precede the HSP-27 expression."
CD009593,Xpert® MTB/RIF assay for pulmonary tuberculosis and rifampicin resistance in adults,"Since Xpert MTB/RIF can detect both TB and rifampicin resistance, we had two review questions with the following primary objectives: Xpert MTB/RIF for TB detection To determine summary estimates of the diagnostic accuracy of Xpert MTB/RIF for the diagnosis of pulmonary TB in adults Xpert MTB/RIF for rifampicin resistance detection To determine summary estimates of the diagnostic accuracy of Xpert MTB/RIF for detection of rifampicin resistance in adults",15520866,0,Recruitment and expansion of dendritic cells in vivo potentiate the immunogenicity of plasmid DNA vaccines.,"DCs are critical for priming adaptive immune responses to foreign antigens. However, the utility of harnessing these cells in vivo to optimize the immunogenicity of vaccines has not been fully explored. Here we investigate a novel vaccine approach that involves delivering synergistic signals that both recruit and expand DC populations at the site of antigen production. Intramuscular injection of an unadjuvanted HIV-1 envelope (env) DNA vaccine recruited few DCs to the injection site and elicited low-frequency, env-specific immune responses in mice. Coadministration of plasmids encoding the chemokine macrophage inflammatory protein-1alpha (MIP-1alpha) and the DC-specific growth factor fms-like tyrosine kinase 3 ligand with the DNA vaccine resulted in the recruitment, expansion, and activation of large numbers of DCs at the site of inoculation. Consistent with these findings, coadministration of these plasmid cytokines also markedly augmented DNA vaccine---elicited cellular and humoral immune responses and increased protective efficacy against challenge with recombinant vaccinia virus. These data suggest that the availability of mature DCs at the site of inoculation is a critical rate-limiting factor for DNA vaccine immunogenicity. Synergistic recruitment and expansion of DCs in vivo may prove a practical strategy for overcoming this limitation and potentiating immune responses to vaccines as well as other immunotherapeutic strategies."
CD009593,Xpert® MTB/RIF assay for pulmonary tuberculosis and rifampicin resistance in adults,"Since Xpert MTB/RIF can detect both TB and rifampicin resistance, we had two review questions with the following primary objectives: Xpert MTB/RIF for TB detection To determine summary estimates of the diagnostic accuracy of Xpert MTB/RIF for the diagnosis of pulmonary TB in adults Xpert MTB/RIF for rifampicin resistance detection To determine summary estimates of the diagnostic accuracy of Xpert MTB/RIF for detection of rifampicin resistance in adults",18212655,0,Internal fixation of unstable proximal humerus fractures with an anatomically preshaped interlocking plate: a clinical and radiologic evaluation.,We evaluated the outcome after internal fixation of unstable or displaced proximal humerus fractures with a new fixed-angle implant.
CD009579,Circulating antigen tests and urine reagent strips for diagnosis of active schistosomiasis in endemic areas,"  With the goals of making recommendations and informing policy makers on which tests to use and identifying research gaps, these were our primary objectives: To obtain summary estimates of the diagnostic accuracy of urine reagent strip tests for microhaematuria, proteinuria, and leukocyturia in detecting active S. haematobium infection, with microscopy of urine as the reference standard. To obtain summary estimates of the diagnostic accuracy of circulating antigen tests—a urine POC circulating cathodic antigen (CCA) test, a urine and serum CCA enzyme-linked immunosorbent assay (ELISA) test, and a urine and serum circulating anodic antigen (CAA) test—for detection of active Schistosoma infection in geographical regions endemic for S. mansoni or S. haematobium or both, with microscopy as the reference standard. To compare the accuracy of the above index tests. To investigate potential sources of heterogeneity in the diagnostic accuracy of the tests listed above.",25630499,0,MCR synthesis of a tetracyclic tetrazole scaffold.,"Scaffold diversity is key in the ongoing exercise of discovery of novel bioactive compounds using high throughput screening (HTS). Based on the Ugi tetrazole synthesis we have designed novel bi- and tri-cyclic scaffolds featuring interesting pharmacophore properties. The compounds of the scaffold (B) are synthesizable in large diversity and numbers in two steps using (hetero)phenylethylamines, HN3, oxo components and iscyanoacetaldehyde(dimethylacetale). The chemistry is amenable to parallel synthesis and is used to enhance and fill the screening decks of the European Lead factory (ELF). Here, we are reporting full experimental details, scope and limitations of the reaction, cheminformatic analysis and the 3D structures of selected compounds. "
CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or Plasmodium vivax malaria in endemic countries," To assess the diagnostic accuracy of RDTs for detecting non-falciparum or P. vivax parasitaemia in people living in malaria-endemic areas who present to ambulatory healthcare facilities with symptoms suggestive of malaria, and to identify which types and brands of commercial test best detect non-falciparum and P. vivax malaria.",24326357,0,[Oncological imaging for therapy response assessment].,"This review illustrates different radiological methods for therapy response assessment in the field of oncological imaging. Unidimensional measurement of tumor size according to the response evaluation criteria in solid tumors (RECIST) is of utmost importance. The established RECIST definitions of changes in size are decisive for subdivision into the categories complete response (CR), partial response (PR), stable disease (SD) and progressive disease (PD), which are generally accepted as the concise characterization for therapy response. Problems with size-dependent response assessment occur particularly in targeted therapy and by phenomena, such as pseudoprogression. Several variants of functional imaging and their role in cancer imaging regarding practical requests are introduced. "
CD008054,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions," For studies where both triage methods, i.e. repeat cytology and the HC2 assay, were assessed: To assess the sensitivity and specificity of triage with HC2 and with repeat cytology to detect underlying cervical intraepithelial neoplasia of grade 2 or worse (CIN2+), or grade 3 or worse (CIN3+), in women with an index smear showing ASCUS (triage group I) or LSIL (triage group II), and to compare the accuracy of both triage methods.",34517,0,Spin transition of camphor-bound cytochrome P-450. 2. Kinetics following rapid changes of the local paH at sub-zero temperatures.,"The kinetics of the spin transition in the heme iron of the cytochrome P-450 substrate complex have been observed by stopped-flow measurements between 4 degrees C and -27 degrees C. Large displacements in the spin equilibrium are induced by small changes in the concentration of hydrogen or potassium ions. The kinetic and thermodynamic data indicate that the spin transition is rate-limited by conformational changes of the protein. The spin transition appears to be governed by the local paH, modulated in turn by external factors: a satisfying kinetic analysis is attained only by accounting for the difference between local paH (paH, in) and bulk paH (paH, out), as described in the preceding paper. Indeed, the low-spin to high-spin rate constant obeys a local paH titration curve with a pK = 5.4 +/- 0.1 at -17 degrees C."
CD005139,Anti‐vascular endothelial growth factor for neovascular age‐related macular degeneration,"  To investigate ocular and systemic effects of, and quality of life associated with, intravitreous injection of anti‐VEGF agents (pegaptanib, ranibizumab, and bevacizumab) versus no anti‐VEGF treatment for patients with neovascular AMD To compare the relative effects of one of these anti‐VEGF agents versus another when administered in comparable dosages and regimens",18336924,0,Generation of internal image monoclonal anti-idiotypic antibodies against idiotypic antibodies to GP5 antigen of porcine reproductive and respiratory syndrome virus.,"Syngeneic monoclonal anti-idiotypic antibodies (Mab2s) were generated against idiotypic antibodies to membrane glycoprotein GP5 of porcine reproductive and respiratory syndrome virus (PRRSV) using the sequential immunization method. Six of 12 Mab2s possessed potential internal image characteristics by recognizing a common idiotype on murine and swine anti-GP5 antibodies. Further serological characterization demonstrated that one of the Mab2 (Mab2-5G2) represents internal image anti-idiotope which mimicked the GP5 antigen that inhibited the interaction between idiotypic anti-GP5 antibodies and GP5 antigen, its reaction with the idiotypic anti-GP5 antibody was inhibited by GP5 antigen and detected the common Id on anti-PRRSV antibodies from pigs that were experimentally infected with PRRSV. In addition, Mab2-5G2 identified a soluble protein on MA-104 and porcine alveolar macrophages. These results indicate that Mab2-5G2 may be a useful candidate as an alternative PRRSV serodiagnostic reagent and a useful probe to study PRRSV-cell interaction."
CD010276,Diagnostic tests for oral cancer and potentially malignant disorders in patients presenting with clinically evident lesions," To estimate the diagnostic accuracy of index tests for the detection of oral cancer and potentially malignant disorders of the lip and oral cavity, in patients presenting with clinically evident lesions.",18333848,0,Hematological parameters and anaerobic threshold in Brazilian soccer players throughout a training program.,"We assessed the responses of hematological parameters and their relationship to the anaerobic threshold of Brazilian soccer players during a training program. Twelve athletes were evaluated at the beginning (week 0, T1), in the middle (week 6, T2), and at the end (week 12, T3) of the soccer training program. On the first day at 7:30 am, before collecting the blood sample at rest for the determination of the hematological parameters, the athletes were conducted to the anthropometric evaluation. On the second day at 8:30 am, the athletes had their anaerobic threshold measured. Analysis of variance with Newman-Keuls'post hoc was used for statistical comparisons between the parameters measured during the soccer training program. Correlations between the parameters analyzed were determined using the Pearson's correlation coefficient. Erythrocytes concentration, hemoglobin, and hematocrit were significantly increased from T1 to T2. The specific soccer training program led to a rise in erythrocytes, hemoglobin, and hematocrit from T1 to T2. We assumed that these results occurred due to the plasma volume reduction and may be explained by the soccer training program characteristics. Furthermore, we did not observe any correlation between the anaerobic threshold and the hematological parameters."
CD008122,Rapid diagnostic tests for diagnosing uncomplicated P. falciparum malaria in endemic countries," To assess the diagnostic accuracy of RDTs for detecting clinical P. falciparum malaria (symptoms suggestive of malaria plus P. falciparum parasitaemia detectable by microscopy) in persons living in malaria endemic areas who present to ambulatory healthcare facilities with symptoms of malaria, and to identify which types and brands of commercial test best detect clinical P. falciparum malaria.",24331241,0,Speech sound articulation abilities of preschool-age children who stutter.,"The purpose of this study was to assess the association between speech sound articulation and childhood stuttering in a relatively large sample of preschool-age children who do and do not stutter, using the Goldman-Fristoe Test of Articulation-2 (GFTA-2; Goldman & Fristoe, 2000)."
CD008201,Interventions for implementation of thromboprophylaxis in hospitalized patients at risk for venous thromboembolism,"  The objective of this review was to assess the effects of system‐wide interventions, designed to increase the implementation of thromboprophylaxis, decrease the incidence of VTE in hospitalized adult medical and surgical patients at risk for VTE, or both, focusing on randomized controlled trials (RCTs) only. We assessed effectiveness in terms of: Increase in the proportion of participants who received prophylaxis (RP) Increase in the proportion of participants who received appropriate prophylaxis (RAP) Decrease in the proportion of participants who developed any VTE (i.e. all, symptomatic, asymptomatic VTE; proximal, distal, or any DVT; PE, or fatal PE) Decrease in the proportion of participants who developed symptomatic VTE (i.e. all VTE; proximal, distal, or any DVT; PE, or fatal PE) Decrease in the proportion of participants who develop asymptomatic VTE (detected by systematic screening of participants who did not have symptoms of DVT or PE) Decrease in the number of deaths (all‐cause mortality, sudden death) Safety of the intervention (e.g. frequency of bleeding or other complications)",11446,0,Effect of oxygen saturation on H+ and Cl- distribution across the red cell membrane in human and ruminant blood.,"Alterations of red cell pH (pHc) and distribution ratios of H+ (gammaH+) and Cl (gammaCl-) between plasma and red blood cells with oxygenation of blood were studied in human blood (audult and fetal) and ruminant blood (bovine, goat and sheep). The experiments were carried out at a plasma pH of 7.0 to 7.7 and at 37 degrees C. In human blood pHc of fully oxygenated blood was 0.035 pH lower than that of fully deoxygenated blood in all ranges of plasma pH studied. In ruminant blood, however, the differences in pHc between oxygenated and deoxygenated blood were 0.011 in ox, and 0.003 in goat and sheep, all of them not being significant. The decreases in gammaH+ accompanying oxygenation were in fairly good agreement with those in gammaCl- in human blood and amounted to about 0.05. In ruminant blood, in spite of virtually zero changes in gammaH+ with oxygenation, the decreases in gammaCl- were slightly greater than those in human blood. There might be a species difference in the mechanisms of distribution of Cl- and H+ across the red cell membrane."
CD009925,Second trimester serum tests for Down's Syndrome screening,"The aim of this review was to estimate and compare the accuracy of second trimester serum markers for the detection of Down’s syndrome in the antenatal period, both as individual markers and as combinations of markers. Accuracy is described by the proportion of fetuses with Down’s syndrome detected by screening before birth (sensitivity or detection rate) and the proportion of women with a low risk (normal) screening test result who subsequently had a baby unaffected by Down's syndrome (specificity). We grouped our analyses to focus on investigating the value of adding increasing numbers of markers (comparing single, dual, triple and quadruple tests), and of including Inhibin A, the most recent routine addition to serum marker combinations. Investigation of sources of heterogeneity We investigated whether a uniform screening test is suitable for all women, or whether different screening methods are more applicable to different groups, defined by advanced maternal age, ethnic groups and aspects of the pregnancy and medical history such as multiple pregnancy, diabetes and family history of Down's syndrome. We also considered whether there existed evidence of overestimation of test accuracy in studies evaluating risk equations in the derivation sample rather than in a separate validation sample.",9137473,0,HBO and the uptake and retention of [125I] MIBG in human platelets and two neuroendocrine cell lines.,"In this paper we report the effects of Hyperbaric Oxygen (HBO) exposure on the uptake and retention of meta-Iodobenzylguanidine (MIBG) in human platelets and two neuroendocrine cell lines. The combination of [131I] MIBG and HBO is used for therapy of neuroblastoma. Exposure to HBO can cause oxidative stress, which is potentially capable of affecting uptake and storage of MIBG in both neuroendocrine cells and platelets. Oxidative stress generated by menadione decreased both the uptake and retention of MIBG in the platelets and the cell lines. HBO did not affect these processes, indicating that the HBO induced oxidative stress is not high enough to affect the MIBG uptake and storage pathways in these cells. This suggests that the positive effects observed by the treatment of neuroblastoma patients with the combination of HBO and [131I] MIBG are most likely not due to improved uptake or retention of MIBG in the neuroblastoma. Neither can reduced cytotoxicity (trombocytopenia) be expected due to decreased uptake/retention of [131I] MIBG in platelets or their precursor cells."
CD012164,Subfascial endoscopic perforator surgery (SEPS) for treating venous leg ulcers,  To assess the benefits and harms of subfascial endoscopic perforator surgery (SEPS) for the treatment of venous leg ulcers.,24403185,0,Melody pulmonary valve bacterial endocarditis: experience in four pediatric patients and a review of the literature.,The objectives of this manuscript are two-fold: (a) to describe the clinical characteristics and management of four pediatric patients with bacterial endocarditis (BE) after Melody pulmonary valve implantation (MPVI); and (b) to review the literature regarding Melody pulmonary valve endocarditis.
CD009135,Rapid tests for the diagnosis of visceral leishmaniasis in patients with suspected disease,To determine the diagnostic accuracy of rapid tests for the diagnosis of visceral leishmaniasis in patients with suspected disease presenting at health services in endemic areas.,16918474,0,Predicting drug metabolism induction in silico.,"The inducibility of drug-metabolizing enzymes and transporters by numerous xenobiotics has become a vital issue to be considered in the drug development process. Activation of so-called orphan nuclear receptors has been identified to result in increased expression of these detoxifying systems and consequently altered drug levels in the human body. In order to anticipate such mechanisms already in early stages of drug design and to avoid dangerous drug-drug interactions, reliable in silico simulation tools are highly desirable. This review aims to give an introduction into induction of drug metabolism and transport and focuses on computer-assisted molecular modeling prediction techniques, on their applicability and limitations, on recent case studies, and on success stories."
CD010213,Imaging modalities for characterising focal pancreatic lesions, To determine and compare the diagnostic accuracy of various imaging modalities in detecting cancerous and precancerous lesions in people with focal pancreatic lesions.,18331380,0,Genetic and environmental influences on the rate of progression to alcohol dependence in young women.,"The development of alcohol dependence (AD) involves transitions through multiple stages of drinking behaviors and is shaped by both heritable and environmental influences. We attempted to capture this dynamic process by characterizing genetic and environmental contributions to the rate at which women progressed through 3 significant transitions along the pathway to AD: nonuse to initiation, initiation to onset of first alcohol-related problem, and first problem to onset of AD."
CD011515,Diagnostic accuracy of different imaging modalities following computed tomography (CT) scanning for assessing the resectability with curative intent in pancreatic and periampullary cancer," To determine the diagnostic accuracy of MRI, PET scan, and EUS performed as an add-on test or PET-CT as an add-on or replacement test to CT scanning in detecting curative resectability in pancreatic and periampullary cancer.",16938119,0,Impaired megakaryopoiesis in patients with chronic idiopathic neutropenia is associated with increased transforming growth factor beta1 production in the bone marrow.,"Patients with chronic idiopathic neutropenia (CIN) display relatively low peripheral blood platelet counts and hypo-lobulated megakaryocytes in the bone marrow (BM). The underlying pathogenetic mechanismswere probed by studying the reserves and clonogenic potential of BM megakaryocytic progenitor cells using flow-cytometry and a collagen-based clonogenic assay for the identification of megakaryocyte colony-forming units (CFU-Meg). Thrombopoietin (TPO) and transforming growth factor-beta1 (TGFbeta1) levels were also evaluated in long-term BM culture supernatants using an enzyme-linked immunosorbent assay. CIN patients (n = 39) showed a low proportion of BM CD34(+)/CD61(+) megakaryocytic progenitor cells and low frequency of early and mixed CFU-Meg in the BM mononuclear, but not CD34(+), cell fraction, compared with healthy controls (n = 20). TPO and TGFbeta1 levels were significantly higher in patients compared with controls. TPO levels inversely correlated with platelet counts whereas TGFbeta1 values correlated inversely with CD34(+)/CD61(+) and CFU-Meg megakaryocytic progenitor cell numbers and positively with TPO levels. The addition of an anti-TGFbeta1 neutralising antibody significantly increased the numbers of CFU-Meg in CIN patients but not in controls, compared with baseline. These data suggest that increased local production of TGFbeta1 probably affects the BM megakaryocytic progenitor cell growth in CIN whereas the compensatory production of TPO finally balances the TGFbeta1-induced inhibitory effect."
CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or Plasmodium vivax malaria in endemic countries," To assess the diagnostic accuracy of RDTs for detecting non-falciparum or P. vivax parasitaemia in people living in malaria-endemic areas who present to ambulatory healthcare facilities with symptoms suggestive of malaria, and to identify which types and brands of commercial test best detect non-falciparum and P. vivax malaria.",16929818,0,The morphological features of major and accessory fissures observed in different lung specimens.,"The current study reports the presence of accessory fissure and anomalies in the major fissure and lobation in both the right and left lungs. The results indicated that out 102 lung specimens observed in the dissection room 37.26% appeared to have fissural or lobation anomalies and 63% of the anomalies were described in the right lung. Fissural anomalies accounted for 28.44% while the lobation anomalies were observed in 8.82% of the specimens. The abnormal fissure that were observed included the left minor fissure 10.78%, incomplete horizontal fissure 7.84%, diaphragmatic fissure 7.84%, right minor fissure 0.98% and azygos fissure 0.98%. Further observation revealed that 5.88% of the right lungs appeared to have two lobes and 2.94% of the left lungs had three lobes. The current study indicates that the right lung is commonly affected with fissural and lobation anomalies and that the left minor fissure is the commonly occurring fissural anomaly. Documentation and familiarization of these anomalies remain to be important for making correct radiological diagnosis and also for proper surgical management of lung pathology."
CD008803,Optic nerve head and fibre layer imaging for diagnosing glaucoma," To determine the diagnostic accuracy of HRT, OCT and GDx for diagnosing manifest glaucoma by detecting ONH and RNFL damage.",7675395,0,Recurrent chorioamnionitis and second-trimester abortion because of an enterouterine fistula.,"Chorioamnionitis, a common cause of second-trimester abortion, is usually secondary to an ascending infection. Recurrent chorioamnionitis with second-trimester abortion secondary to an occult enterouterine fistula has not been reported previously."
CD009593,Xpert® MTB/RIF assay for pulmonary tuberculosis and rifampicin resistance in adults,"Since Xpert MTB/RIF can detect both TB and rifampicin resistance, we had two review questions with the following primary objectives: Xpert MTB/RIF for TB detection To determine summary estimates of the diagnostic accuracy of Xpert MTB/RIF for the diagnosis of pulmonary TB in adults Xpert MTB/RIF for rifampicin resistance detection To determine summary estimates of the diagnostic accuracy of Xpert MTB/RIF for detection of rifampicin resistance in adults",18195658,0,Sporadic multiple cerebral cavernomatosis: report of a case and review of literature.,"Cerebral cavernous malformations (CCM) are vascular malformations causing seizures and cerebral hemorrhages. They occur in sporadic and familial forms. Familial cases are associated with a high frequency of multiple lesions, which are less frequently associated with sporadic cases."
CD010213,Imaging modalities for characterising focal pancreatic lesions, To determine and compare the diagnostic accuracy of various imaging modalities in detecting cancerous and precancerous lesions in people with focal pancreatic lesions.,44595,0,A comparison of the non-specific acid phosphomonoesterase activity in the larva of Phocanema decipiens (Nematoda) with that of the muscle of its host the codfish (Gadus morhua).,"The non-specific phosphomonoesterase (enzyme I) extracted from the larva of the codworm (Phocanema decipiens) is different from the enzyme (enzyme II) from the muscle of its host, the codfish (Gadus morhua). The pH optima were 4.0 and 4.5, and the KM values for p-nitrophenyl phosphate hydrolysis were 1.8 mM and 6.5 mM for enzymes I and II respectively. The specific specific activity in units (0.01 mumol/min) per mg protein was 4.80 +/- 0.85 and 0.54 +/- 0.07 for enzymes I and  II respectively. The specific activity from uninfected muscles was only 0.39 (SD +/- 0.017) units per mg of protein. Both enzymes were inhibited by NaF, HgCl2, and cysteine but were stimulated by 2-mercaptoethanol. EDTA and iodoacetamide had no effect on enzyme I but enzyme II was activated by EDTA and inhibited by iodoacetamide. Cadmium ions inhibited both the enzymes but a conspicuous feature with enzyme II was in the increase in percentage inhibition by lowering the concentration of CD2+."
CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or Plasmodium vivax malaria in endemic countries," To assess the diagnostic accuracy of RDTs for detecting non-falciparum or P. vivax parasitaemia in people living in malaria-endemic areas who present to ambulatory healthcare facilities with symptoms suggestive of malaria, and to identify which types and brands of commercial test best detect non-falciparum and P. vivax malaria.",18366020,0,Efficient free energy calculation of water across lipid membranes.,"An efficient free energy (FE) calculation of a water molecule to go across lipid membranes is presented. Both overlapping distribution and cavity insertion Widom methods are complementarily used. The former is useful for a dense region where water molecules are found, i.e., from the interfacial to bulk water region, while the latter works well in the low density region, i.e., the hydrocarbon region. Since both methods evaluate the excess chemical potential of water, the obtained FE profile is free from the fitting problem usually arisen when a FE difference method is used. A diphytanyl phosphatidylcholine bilayer is used for our test calculations. An excellent and fast convergence of the chemical potential is obtained when each method is applied for the appropriate region. The estimated FE barrier using the Ewald method for the electrostatic interaction is approximately 7.2 kcal/mol, which is higher than that using the interaction cutoff of 20 A by about 0.9 kcal/mol."
CD011436,The use of ultrasound guidance for perioperative neuraxial and peripheral nerve blocks in children,  To determine whether ultrasound guidance offers any clinical advantage when neuraxial and peripheral nerve blocks are performed in children in terms of decreasing failure rate or the rate of complications.,18352134,0,Fast electron transport and induced heating in solid targets from rear-side interferometry imaging.,"Fast adiabatic plasma heating of a thin solid target irradiated by a high intensity laser has been observed by an optical fast interferometry diagnostic. It is driven by the hot electron current induced by the laser plasma interaction at the front side of the target. Radial and longitudinal temperature profiles are calculated to reproduce the observed rear-side plasma expansion. The main parameters of the suprathermal electrons (number, temperature, and divergence) have been deduced from these observations."
